,key
47,"(1000, 1000, 1000010046, 503070, '503070 - Municipal Pension - Other Classified', 500, '500 - Personnel Services', 'Expenditures')"
48,"(1000, 1000, 1000010037, 502020, '502020 - FICA - Classified', 500, '500 - Personnel Services', 'Expenditures')"
49,"(8300, 2000, 2000040017, 511035, '511035 - Meters, Hydrants & Plumbing Supplies', 510, '510 - Supplies', 'Expenditures')"
50,"(2201, 1000, 1000010046, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
51,"(2302, 2000, 2000010012, 511020, '511020 - Construction Materials', 510, '510 - Supplies', 'Expenditures')"
52,"(1000, 3600, 3600130010, 511145, '511145 - Small Tools & Minor Equipment', 510, '510 - Supplies', 'Expenditures')"
53,"(1000, 3600, 3600150057, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
54,"(8300, 2000, 2000040012, 511115, '511115 - Vehicle Repair & Maintenance Supplies', 510, '510 - Supplies', 'Expenditures')"
55,"(1000, 2100, 2100070001, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
56,"(1000, 1000, 1000010016, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
57,"(8001, 2800, 2800040019, 551010, '551010 - Non-Capital Office Furniture & Equipment', 550, '550 - Non-Capital Purchases', 'Expenditures')"
58,"(1000, 2500, 2500020001, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
59,"(1000, 1200, 1200030004, 511040, '511040 - Audiovisual Supplies', 510, '510 - Supplies', 'Expenditures')"
60,"(1000, 3600, 3600130016, 521705, '521705 - Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
61,"(1001, 2000, 2000060007, 520510, '520510 - Mail/Delivery Services', 520, '520 - Other Services and Charges', 'Expenditures')"
62,"(2302, 2000, 2000010012, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
63,"(1000, 6000, 6000020001, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
64,"(1000, 5000, 5000010001, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
65,"(8300, 2000, 2000040012, 511145, '511145 - Small Tools & Minor Equipment', 510, '510 - Supplies', 'Expenditures')"
66,"(1000, 3600, 3600130002, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
67,"(1000, 3400, 3400010002, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
68,"(8300, 2000, 2000080001, 511095, '511095 - Small Technical & Scientific Equipment', 510, '510 - Supplies', 'Expenditures')"
69,"(2402, 2000, 2000020009, 520109, '520109 - Medical, Dental & Laboratory Services', 520, '520 - Other Services and Charges', 'Expenditures')"
70,"(1000, 3600, 3600090002, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
71,"(1000, 3600, 3600130001, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
72,"(1000, 1200, 1200050005, 511055, '511055 - Publications & Printed Materials', 510, '510 - Supplies', 'Expenditures')"
73,"(1000, 2100, 2100090002, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
74,"(1000, 2000, 2000060009, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
75,"(1000, 1200, 1200040001, 503025, '503025 - Basic Life Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
76,"(1000, 6800, 6800030001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
77,"(2301, 2000, 2000060014, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
78,"(1000, 1000, 1000010028, 500040, '500040 - Salary Assignment Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
79,"(1000, 1000, 1000010022, 520109, '520109 - Medical, Dental & Laboratory Services', 520, '520 - Other Services and Charges', 'Expenditures')"
80,"(1000, 6500, 6500080003, 511055, '511055 - Publications & Printed Materials', 510, '510 - Supplies', 'Expenditures')"
81,"(1001, 2000, 2000070004, 520123, '520123 - Vehicle & Motor Equipment Services+E38', 520, '520 - Other Services and Charges', 'Expenditures')"
82,"(1000, 3600, 3600020004, 520139, '520139 - Motor Pool Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
83,"(9000, 8000, 8000140001, 520114, '520114 - Miscellaneous Support Services', 520, '520 - Other Services and Charges', 'Expenditures')"
84,"(2204, 1000, 1000010016, 511130, '511130 - Weapons, Munitions & Supplies', 510, '510 - Supplies', 'Expenditures')"
85,"(1000, 3400, 3400050001, 520124, '520124 - Other Equipment ServicesS', 520, '520 - Other Services and Charges', 'Expenditures')"
86,"(1000, 3600, 3600020005, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
87,"(1000, 1000, 1000010023, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
88,"(8300, 2000, 2000040022, 521625, '521625 - Voice Labor', 520, '520 - Other Services and Charges', 'Expenditures')"
89,"(8001, 2800, 2800040023, 511055, '511055 - Publications & Printed Materials', 510, '510 - Supplies', 'Expenditures')"
90,"(1000, 2100, 2100020001, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
91,"(1000, 1000, 1000010057, 503110, '503110 - Workers Comp-Classified Claims', 500, '500 - Personnel Services', 'Expenditures')"
92,"(1000, 7000, 7000020001, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
93,"(1000, 6800, 6800020001, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
94,"(1000, 1000, 1000010011, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
95,"(1000, 3800, 3800010002, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
96,"(8001, 2800, 2800040003, 521510, '521510 - Natural Gas', 520, '520 - Other Services and Charges', 'Expenditures')"
97,"(2201, 1000, 1000010002, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
98,"(8601, 4200, 4200010001, 531140, '531140 - Transfers for Principal', 530, '530 - Debt Service and Other Uses', 'Expenditures')"
99,"(1000, 1000, 1000010053, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
100,"(1001, 2000, 2000050002, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
101,"(1000, 1000, 1000010069, 511040, '511040 - Audiovisual Supplies', 510, '510 - Supplies', 'Expenditures')"
102,"(1000, 1000, 1000010023, 500150, '500150 - Shift Differential Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
103,"(8300, 2000, 2000050014, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
104,"(1001, 2000, 2000060008, 520114, '520114 - Miscellaneous Support Services', 520, '520 - Other Services and Charges', 'Expenditures')"
105,"(1000, 1600, 1600030001, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
106,"(8300, 2000, 2000050012, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
107,"(1001, 2000, 2000070001, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
108,"(1000, 3600, 3600150062, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
109,"(8300, 2000, 2000040006, 511035, '511035 - Meters, Hydrants & Plumbing Supplies', 510, '510 - Supplies', 'Expenditures')"
110,"(8300, 2000, 2000040014, 511125, '511125 - Food Supplies', 510, '510 - Supplies', 'Expenditures')"
111,"(8300, 2000, 2000050015, 520114, '520114 - Miscellaneous Support Services', 520, '520 - Other Services and Charges', 'Expenditures')"
112,"(1000, 1000, 1000010022, 500090, '500090 - Premium Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
113,"(1000, 3600, 3600150053, 511115, '511115 - Vehicle Repair & Maintenance Supplies', 510, '510 - Supplies', 'Expenditures')"
114,"(1000, 3600, 3600070001, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
115,"(1001, 2000, 2000070004, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
116,"(8001, 2800, 2800060017, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
117,"(8001, 2800, 2800040005, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
118,"(1001, 6800, 6800020001, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
119,"(1004, 6500, 6500050003, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
120,"(9000, 8000, 8000120001, 520119, '520119 - Computer Equipment/Softward Maintenance ', 520, '520 - Other Services and Charges', 'Expenditures')"
121,"(1000, 1000, 1000010023, 503020, '503020 - Health Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
122,"(2200, 1000, 1000010072, 511145, '511145 - Small Tools & Minor Equipment', 510, '510 - Supplies', 'Expenditures')"
123,"(1000, 3800, 3800030001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
124,"(8001, 2800, 2800040006, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
125,"(1000, 1000, 1000010070, 511100, '511100 - Veterinary & Animal Supplies', 510, '510 - Supplies', 'Expenditures')"
126,"(1000, 1000, 1000010035, 500090, '500090 - Premium Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
127,"(1000, 3600, 3600090012, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
128,"(1000, 1000, 1000010037, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
129,"(8300, 2000, 2000050014, 520124, '520124 - Other Equipment ServicesS', 520, '520 - Other Services and Charges', 'Expenditures')"
130,"(1000, 1200, 1200030004, 520114, '520114 - Miscellaneous Support Services', 520, '520 - Other Services and Charges', 'Expenditures')"
131,"(1000, 3600, 3600070002, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
132,"(8001, 2800, 2800040011, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
133,"(8300, 2000, 2000040003, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
134,"(1000, 3600, 3600130016, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
135,"(2302, 2000, 2000010017, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
136,"(1000, 1000, 1000010004, 503080, '503080 - Workers Compensation - Classified Admin', 500, '500 - Personnel Services', 'Expenditures')"
137,"(8300, 2000, 2000040017, 511145, '511145 - Small Tools & Minor Equipment', 510, '510 - Supplies', 'Expenditures')"
138,"(1000, 2500, 2500030001, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
139,"(8001, 2800, 2800010001, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
140,"(1000, 1000, 1000010084, 520123, '520123 - Vehicle & Motor Equipment Services+E38', 520, '520 - Other Services and Charges', 'Expenditures')"
141,"(8300, 2000, 2000090002, 511115, '511115 - Vehicle Repair & Maintenance Supplies', 510, '510 - Supplies', 'Expenditures')"
142,"(8300, 2000, 2000050006, 511110, '511110 - Fuel', 510, '510 - Supplies', 'Expenditures')"
143,"(1000, 1000, 1000010034, 500160, '500160 - Training Incentive Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
144,"(1000, 3600, 3600070009, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
145,"(8305, 2000, 2000050014, 560260, '560260 - Cap Exp - Infrastructure', 560, '560 - Capital Purchases', 'Expenditures')"
146,"(1000, 2500, 2500080001, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
147,"(1000, 6000, 6000010001, 511055, '511055 - Publications & Printed Materials', 510, '510 - Supplies', 'Expenditures')"
148,"(8300, 2000, 2000040008, 500090, '500090 - Premium Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
149,"(8001, 2800, 2800040019, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
150,"(1000, 1200, 1200040002, 520905, '520905 - Travel - Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
151,"(1000, 3600, 3600150053, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
152,"(1000, 9000, 9000030001, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
153,"(1000, 6400, 6400010001, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
154,"(1000, 3600, 3600150018, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
155,"(1000, 1000, 1000010051, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
156,"(1000, 3600, 3600150066, 520101, '520101 - Janitorial Services', 520, '520 - Other Services and Charges', 'Expenditures')"
157,"(2205, 1500, 1500010001, 520905, '520905 - Travel - Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
158,"(1000, 1000, 1000010041, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
159,"(1000, 1000, 1000010035, 502020, '502020 - FICA - Classified', 500, '500 - Personnel Services', 'Expenditures')"
160,"(8001, 2800, 2800040003, 511095, '511095 - Small Technical & Scientific Equipment', 510, '510 - Supplies', 'Expenditures')"
161,"(1000, 7000, 7000020001, 521620, '521620 - Voice Equipment', 520, '520 - Other Services and Charges', 'Expenditures')"
162,"(8001, 2800, 2800040003, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
163,"(1000, 1000, 1000010016, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
164,"(8001, 2800, 2800040017, 500090, '500090 - Premium Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
165,"(1000, 3600, 3600020009, 522735, '522735 - Interfund Communication Equipment Repair', 520, '520 - Other Services and Charges', 'Expenditures')"
166,"(1000, 3600, 3600150026, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
167,"(1000, 3800, 3800050029, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
168,"(1000, 1000, 1000010087, 502020, '502020 - FICA - Classified', 500, '500 - Personnel Services', 'Expenditures')"
169,"(1000, 3800, 3800050016, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
170,"(1000, 1000, 1000010017, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
171,"(1000, 3600, 3600090006, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
172,"(1000, 1000, 1000010087, 521405, '521405 - Building Maintenance Services', 520, '520 - Other Services and Charges', 'Expenditures')"
173,"(1000, 1000, 1000010065, 500150, '500150 - Shift Differential Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
174,"(8300, 2000, 2000040009, 520118, '520118 - Refuse Disposal', 520, '520 - Other Services and Charges', 'Expenditures')"
175,"(8305, 2000, 2000080001, 560230, '560230 - Cap Exp - Computer HW and Developed SW', 560, '560 - Capital Purchases', 'Expenditures')"
176,"(2205, 1500, 1500010001, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
177,"(1000, 1000, 1000010010, 501090, '501090 - Pension - Police', 500, '500 - Personnel Services', 'Expenditures')"
178,"(1000, 3600, 3600090012, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
179,"(1000, 1000, 1000010070, 521715, '521715 - Office Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
180,"(1000, 1000, 1000010044, 500190, '500190 - Temporary Higher Class Pay', 500, '500 - Personnel Services', 'Expenditures')"
181,"(8601, 4200, 4200020002, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
182,"(1003, 2500, 2500050001, 520123, '520123 - Vehicle & Motor Equipment Services+E38', 520, '520 - Other Services and Charges', 'Expenditures')"
183,"(8300, 2000, 2000090002, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
184,"(8601, 4200, 4200010001, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
185,"(8601, 4200, 4200020005, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
186,"(8300, 2000, 2000060005, 511010, '511010 - Chemical, Gases & Special Fluids', 510, '510 - Supplies', 'Expenditures')"
187,"(8300, 2000, 2000090004, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
188,"(1000, 1000, 1000010059, 501090, '501090 - Pension - Police', 500, '500 - Personnel Services', 'Expenditures')"
189,"(1000, 6000, 6000020001, 520905, '520905 - Travel - Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
190,"(1000, 9000, 9000060001, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
191,"(1000, 5500, 5500010004, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
192,"(1000, 3600, 3600150057, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
193,"(1001, 2000, 2000070005, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
194,"(1000, 2500, 2500080001, 520605, '520605 - Advertising Services', 520, '520 - Other Services and Charges', 'Expenditures')"
195,"(1000, 6400, 6400010001, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
196,"(1000, 6500, 6500030002, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
197,"(1000, 3600, 3600150057, 511010, '511010 - Chemical, Gases & Special Fluids', 510, '510 - Supplies', 'Expenditures')"
198,"(1000, 1000, 1000010057, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
199,"(2301, 2000, 2000080001, 511110, '511110 - Fuel', 510, '510 - Supplies', 'Expenditures')"
200,"(2209, 1000, 1000010002, 520114, '520114 - Miscellaneous Support Services', 520, '520 - Other Services and Charges', 'Expenditures')"
201,"(2100, 3600, 3600110007, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
202,"(1000, 3600, 3600020001, 511055, '511055 - Publications & Printed Materials', 510, '510 - Supplies', 'Expenditures')"
203,"(1000, 1000, 1000010094, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
204,"(8300, 2000, 2000040009, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
205,"(2205, 1500, 1500040001, 511110, '511110 - Fuel', 510, '510 - Supplies', 'Expenditures')"
206,"(2205, 1500, 1500030001, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
207,"(8300, 2000, 2000050002, 532100, '532100 - Transfer to Combined Utility System Oper', 530, '530 - Debt Service and Other Uses', 'Expenditures')"
208,"(8300, 2000, 2000040006, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
209,"(1000, 3800, 3800060001, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
210,"(1000, 3600, 3600130013, 511140, '511140 - Landscaping & Gardening Supplies', 510, '510 - Supplies', 'Expenditures')"
211,"(1000, 3600, 3600020002, 520109, '520109 - Medical, Dental & Laboratory Services', 520, '520 - Other Services and Charges', 'Expenditures')"
212,"(1000, 1000, 1000010061, 503020, '503020 - Health Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
213,"(9000, 8000, 8000140001, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
214,"(2301, 2000, 2000060013, 520109, '520109 - Medical, Dental & Laboratory Services', 520, '520 - Other Services and Charges', 'Expenditures')"
215,"(1000, 3600, 3600090003, 511135, '511135 - Recreational Supplies', 510, '510 - Supplies', 'Expenditures')"
216,"(8001, 2800, 2800060005, 520114, '520114 - Miscellaneous Support Services', 520, '520 - Other Services and Charges', 'Expenditures')"
217,"(1001, 2000, 2000060007, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
218,"(1000, 1200, 1200050003, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
219,"(1000, 3800, 3800050021, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
220,"(9000, 8000, 8000150003, 522510, '522510 - Retiree Premiums', 520, '520 - Other Services and Charges', 'Expenditures')"
221,"(1000, 3800, 3800040001, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
222,"(1000, 5100, 5100020001, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
223,"(8300, 2000, 2000040011, 503050, '503050 - Health Insurance - Retiree Civilian', 500, '500 - Personnel Services', 'Expenditures')"
